dt_referencia;no_produto;no_indicador;vr_real
"2010-09-07";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";""
"2010-09-07";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2010-09-08";"algodão";"Pesquisa descontinuada (Algodão)";""
"2010-09-08";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";""
"2010-09-08";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";""
"2010-09-08";"café em coco";"Café em coco kg renda";""
"2010-09-08";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";""
"2010-09-08";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";""
"2010-09-08";"milho";"Milho amarelo tipo 1 sc 60 Kg";""
"2010-09-08";"soja";"Soja industrial tipo 1 sc 60 Kg";""
"2010-09-08";"trigo";"Trigo pão PH 78 sc 60 Kg";""
"2010-09-08";"boi";"Boi em pé arroba";""
"2010-09-08";"frango vivo";"Pesquisa descontinuada (Frango vivo)";""
"2010-09-08";"erva-mate";"Erva-mate folha em barranco arroba";""
"2010-09-08";"suíno";"Suíno em pé tipo carne não integrado kg";""
"2010-09-08";"vaca";"Vaca em pé (padrão corte) arroba";""
"2010-09-08";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";""
"2010-09-08";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2010-09-09";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2010-09-09";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";31.94
"2010-09-09";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";36.14
"2010-09-09";"café em coco";"Café em coco kg renda";4.24
"2010-09-09";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";94.27
"2010-09-09";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";69.59
"2010-09-09";"milho";"Milho amarelo tipo 1 sc 60 Kg";16.18
"2010-09-09";"soja";"Soja industrial tipo 1 sc 60 Kg";38.29
"2010-09-09";"trigo";"Trigo pão PH 78 sc 60 Kg";24.9
"2010-09-09";"boi";"Boi em pé arroba";85.67
"2010-09-09";"frango vivo";"Pesquisa descontinuada (Frango vivo)";1.54
"2010-09-09";"erva-mate";"Erva-mate folha em barranco arroba";6.57
"2010-09-09";"suíno";"Suíno em pé tipo carne não integrado kg";2.34
"2010-09-09";"vaca";"Vaca em pé (padrão corte) arroba";79.69
"2010-09-09";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";274.29
"2010-09-09";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2010-09-10";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2010-09-10";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";31.94
"2010-09-10";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";36.14
"2010-09-10";"café em coco";"Café em coco kg renda";4.24
"2010-09-10";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";93.8
"2010-09-10";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";69.98
"2010-09-10";"milho";"Milho amarelo tipo 1 sc 60 Kg";16.29
"2010-09-10";"soja";"Soja industrial tipo 1 sc 60 Kg";38.24
"2010-09-10";"trigo";"Trigo pão PH 78 sc 60 Kg";24.96
"2010-09-10";"boi";"Boi em pé arroba";85.31
"2010-09-10";"frango vivo";"Pesquisa descontinuada (Frango vivo)";1.54
"2010-09-10";"erva-mate";"Erva-mate folha em barranco arroba";6.57
"2010-09-10";"suíno";"Suíno em pé tipo carne não integrado kg";2.34
"2010-09-10";"vaca";"Vaca em pé (padrão corte) arroba";79.72
"2010-09-10";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";274.66
"2010-09-10";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2010-09-13";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2010-09-13";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";31.94
"2010-09-13";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";36.14
"2010-09-13";"café em coco";"Café em coco kg renda";4.24
"2010-09-13";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";98.21
"2010-09-13";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";71.28
"2010-09-13";"milho";"Milho amarelo tipo 1 sc 60 Kg";16.36
"2010-09-13";"soja";"Soja industrial tipo 1 sc 60 Kg";37.96
"2010-09-13";"trigo";"Trigo pão PH 78 sc 60 Kg";25.23
"2010-09-13";"boi";"Boi em pé arroba";85.83
"2010-09-13";"frango vivo";"Pesquisa descontinuada (Frango vivo)";1.54
"2010-09-13";"erva-mate";"Erva-mate folha em barranco arroba";6.57
"2010-09-13";"suíno";"Suíno em pé tipo carne não integrado kg";2.36
"2010-09-13";"vaca";"Vaca em pé (padrão corte) arroba";80.18
"2010-09-13";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";274.66
"2010-09-13";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2010-09-14";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2010-09-14";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";31.82
"2010-09-14";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";36.14
"2010-09-14";"café em coco";"Café em coco kg renda";4.26
"2010-09-14";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";98.77
"2010-09-14";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";71.28
"2010-09-14";"milho";"Milho amarelo tipo 1 sc 60 Kg";16.69
"2010-09-14";"soja";"Soja industrial tipo 1 sc 60 Kg";37.92
"2010-09-14";"trigo";"Trigo pão PH 78 sc 60 Kg";25.41
"2010-09-14";"boi";"Boi em pé arroba";85.88
"2010-09-14";"frango vivo";"Pesquisa descontinuada (Frango vivo)";1.55
"2010-09-14";"erva-mate";"Erva-mate folha em barranco arroba";6.57
"2010-09-14";"suíno";"Suíno em pé tipo carne não integrado kg";2.37
"2010-09-14";"vaca";"Vaca em pé (padrão corte) arroba";80.19
"2010-09-14";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";274.66
"2010-09-14";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2010-09-15";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2010-09-15";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";31.82
"2010-09-15";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";36.14
"2010-09-15";"café em coco";"Café em coco kg renda";4.26
"2010-09-15";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";100.88
"2010-09-15";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";70.98
"2010-09-15";"milho";"Milho amarelo tipo 1 sc 60 Kg";16.68
"2010-09-15";"soja";"Soja industrial tipo 1 sc 60 Kg";37.27
"2010-09-15";"trigo";"Trigo pão PH 78 sc 60 Kg";25.37
"2010-09-15";"boi";"Boi em pé arroba";85.87
"2010-09-15";"frango vivo";"Pesquisa descontinuada (Frango vivo)";1.56
"2010-09-15";"erva-mate";"Erva-mate folha em barranco arroba";6.57
"2010-09-15";"suíno";"Suíno em pé tipo carne não integrado kg";2.34
"2010-09-15";"vaca";"Vaca em pé (padrão corte) arroba";79.8
"2010-09-15";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";274.66
"2010-09-15";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2010-09-16";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2010-09-16";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";31.82
"2010-09-16";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";36.14
"2010-09-16";"café em coco";"Café em coco kg renda";4.31
"2010-09-16";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";116.55
"2010-09-16";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";73.14
"2010-09-16";"milho";"Milho amarelo tipo 1 sc 60 Kg";17.3
"2010-09-16";"soja";"Soja industrial tipo 1 sc 60 Kg";38.07
"2010-09-16";"trigo";"Trigo pão PH 78 sc 60 Kg";25.65
"2010-09-16";"boi";"Boi em pé arroba";86.2
"2010-09-16";"frango vivo";"Pesquisa descontinuada (Frango vivo)";1.56
"2010-09-16";"erva-mate";"Erva-mate folha em barranco arroba";6.57
"2010-09-16";"suíno";"Suíno em pé tipo carne não integrado kg";2.37
"2010-09-16";"vaca";"Vaca em pé (padrão corte) arroba";80.54
"2010-09-16";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";274.66
"2010-09-16";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2010-09-17";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2010-09-17";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";31.82
"2010-09-17";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";36.14
"2010-09-17";"café em coco";"Café em coco kg renda";4.31
"2010-09-17";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";125.02
"2010-09-17";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";72.85
"2010-09-17";"milho";"Milho amarelo tipo 1 sc 60 Kg";17.31
"2010-09-17";"soja";"Soja industrial tipo 1 sc 60 Kg";38.12
"2010-09-17";"trigo";"Trigo pão PH 78 sc 60 Kg";25.7
"2010-09-17";"boi";"Boi em pé arroba";86.02
"2010-09-17";"frango vivo";"Pesquisa descontinuada (Frango vivo)";1.57
"2010-09-17";"erva-mate";"Erva-mate folha em barranco arroba";6.57
"2010-09-17";"suíno";"Suíno em pé tipo carne não integrado kg";2.37
"2010-09-17";"vaca";"Vaca em pé (padrão corte) arroba";80.32
"2010-09-17";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";274.66
"2010-09-17";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2010-09-20";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2010-09-20";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";31.82
"2010-09-20";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";36.14
"2010-09-20";"café em coco";"Café em coco kg renda";4.27
"2010-09-20";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";134.33
"2010-09-20";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";80.66
"2010-09-20";"milho";"Milho amarelo tipo 1 sc 60 Kg";17.59
"2010-09-20";"soja";"Soja industrial tipo 1 sc 60 Kg";38.92
"2010-09-20";"trigo";"Trigo pão PH 78 sc 60 Kg";25.84
"2010-09-20";"boi";"Boi em pé arroba";86.08
"2010-09-20";"frango vivo";"Pesquisa descontinuada (Frango vivo)";1.57
"2010-09-20";"erva-mate";"Erva-mate folha em barranco arroba";6.6
"2010-09-20";"suíno";"Suíno em pé tipo carne não integrado kg";2.38
"2010-09-20";"vaca";"Vaca em pé (padrão corte) arroba";80.18
"2010-09-20";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";274.66
"2010-09-20";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2010-09-21";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2010-09-21";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";31.82
"2010-09-21";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";36.14
"2010-09-21";"café em coco";"Café em coco kg renda";4.19
"2010-09-21";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";136.43
"2010-09-21";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";81.41
"2010-09-21";"milho";"Milho amarelo tipo 1 sc 60 Kg";17.86
"2010-09-21";"soja";"Soja industrial tipo 1 sc 60 Kg";39.2
"2010-09-21";"trigo";"Trigo pão PH 78 sc 60 Kg";25.86
"2010-09-21";"boi";"Boi em pé arroba";86.34
"2010-09-21";"frango vivo";"Pesquisa descontinuada (Frango vivo)";1.58
"2010-09-21";"erva-mate";"Erva-mate folha em barranco arroba";6.6
"2010-09-21";"suíno";"Suíno em pé tipo carne não integrado kg";2.38
"2010-09-21";"vaca";"Vaca em pé (padrão corte) arroba";80.55
"2010-09-21";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";274.66
"2010-09-21";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2010-09-22";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2010-09-22";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";31.82
"2010-09-22";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";36.14
"2010-09-22";"café em coco";"Café em coco kg renda";4.19
"2010-09-22";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";154.34
"2010-09-22";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";81.77
"2010-09-22";"milho";"Milho amarelo tipo 1 sc 60 Kg";17.92
"2010-09-22";"soja";"Soja industrial tipo 1 sc 60 Kg";39.2
"2010-09-22";"trigo";"Trigo pão PH 78 sc 60 Kg";25.8
"2010-09-22";"boi";"Boi em pé arroba";86.35
"2010-09-22";"frango vivo";"Pesquisa descontinuada (Frango vivo)";1.58
"2010-09-22";"erva-mate";"Erva-mate folha em barranco arroba";6.28
"2010-09-22";"suíno";"Suíno em pé tipo carne não integrado kg";2.39
"2010-09-22";"vaca";"Vaca em pé (padrão corte) arroba";80.38
"2010-09-22";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";274.27
"2010-09-22";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2010-09-23";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2010-09-23";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";31.82
"2010-09-23";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";36.14
"2010-09-23";"café em coco";"Café em coco kg renda";4.2
"2010-09-23";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";154.34
"2010-09-23";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";82.35
"2010-09-23";"milho";"Milho amarelo tipo 1 sc 60 Kg";17.96
"2010-09-23";"soja";"Soja industrial tipo 1 sc 60 Kg";39.19
"2010-09-23";"trigo";"Trigo pão PH 78 sc 60 Kg";25.93
"2010-09-23";"boi";"Boi em pé arroba";86.33
"2010-09-23";"frango vivo";"Pesquisa descontinuada (Frango vivo)";1.58
"2010-09-23";"erva-mate";"Erva-mate folha em barranco arroba";6.28
"2010-09-23";"suíno";"Suíno em pé tipo carne não integrado kg";2.39
"2010-09-23";"vaca";"Vaca em pé (padrão corte) arroba";80.33
"2010-09-23";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";273.95
"2010-09-23";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2010-09-24";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2010-09-24";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";31.82
"2010-09-24";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";36.14
"2010-09-24";"café em coco";"Café em coco kg renda";4.22
"2010-09-24";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";154.55
"2010-09-24";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";82.35
"2010-09-24";"milho";"Milho amarelo tipo 1 sc 60 Kg";17.96
"2010-09-24";"soja";"Soja industrial tipo 1 sc 60 Kg";39.36
"2010-09-24";"trigo";"Trigo pão PH 78 sc 60 Kg";25.93
"2010-09-24";"boi";"Boi em pé arroba";86.33
"2010-09-24";"frango vivo";"Pesquisa descontinuada (Frango vivo)";1.58
"2010-09-24";"erva-mate";"Erva-mate folha em barranco arroba";6.28
"2010-09-24";"suíno";"Suíno em pé tipo carne não integrado kg";2.39
"2010-09-24";"vaca";"Vaca em pé (padrão corte) arroba";80.33
"2010-09-24";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";277.38
"2010-09-24";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2010-09-27";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2010-09-27";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";31.82
"2010-09-27";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";36.14
"2010-09-27";"café em coco";"Café em coco kg renda";4.22
"2010-09-27";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";160.13
"2010-09-27";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";87.6
"2010-09-27";"milho";"Milho amarelo tipo 1 sc 60 Kg";17.98
"2010-09-27";"soja";"Soja industrial tipo 1 sc 60 Kg";40.1
"2010-09-27";"trigo";"Trigo pão PH 78 sc 60 Kg";25.93
"2010-09-27";"boi";"Boi em pé arroba";85.9
"2010-09-27";"frango vivo";"Pesquisa descontinuada (Frango vivo)";1.57
"2010-09-27";"erva-mate";"Erva-mate folha em barranco arroba";6.28
"2010-09-27";"suíno";"Suíno em pé tipo carne não integrado kg";2.39
"2010-09-27";"vaca";"Vaca em pé (padrão corte) arroba";79.98
"2010-09-27";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";277.38
"2010-09-27";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2010-09-28";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2010-09-28";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";31.82
"2010-09-28";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";36.14
"2010-09-28";"café em coco";"Café em coco kg renda";4.22
"2010-09-28";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";163.32
"2010-09-28";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";88.2
"2010-09-28";"milho";"Milho amarelo tipo 1 sc 60 Kg";18.03
"2010-09-28";"soja";"Soja industrial tipo 1 sc 60 Kg";39.97
"2010-09-28";"trigo";"Trigo pão PH 78 sc 60 Kg";25.93
"2010-09-28";"boi";"Boi em pé arroba";86.33
"2010-09-28";"frango vivo";"Pesquisa descontinuada (Frango vivo)";1.6
"2010-09-28";"erva-mate";"Erva-mate folha em barranco arroba";6.28
"2010-09-28";"suíno";"Suíno em pé tipo carne não integrado kg";2.4
"2010-09-28";"vaca";"Vaca em pé (padrão corte) arroba";80.44
"2010-09-28";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";277.38
"2010-09-28";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2010-09-29";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2010-09-29";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";31.94
"2010-09-29";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";36.14
"2010-09-29";"café em coco";"Café em coco kg renda";4.24
"2010-09-29";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";163.29
"2010-09-29";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";89.11
"2010-09-29";"milho";"Milho amarelo tipo 1 sc 60 Kg";18.12
"2010-09-29";"soja";"Soja industrial tipo 1 sc 60 Kg";40.01
"2010-09-29";"trigo";"Trigo pão PH 78 sc 60 Kg";25.91
"2010-09-29";"boi";"Boi em pé arroba";86.12
"2010-09-29";"frango vivo";"Pesquisa descontinuada (Frango vivo)";1.61
"2010-09-29";"erva-mate";"Erva-mate folha em barranco arroba";6.28
"2010-09-29";"suíno";"Suíno em pé tipo carne não integrado kg";2.41
"2010-09-29";"vaca";"Vaca em pé (padrão corte) arroba";80.28
"2010-09-29";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";266.84
"2010-09-29";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2010-09-30";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2010-09-30";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";31.94
"2010-09-30";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";37.92
"2010-09-30";"café em coco";"Café em coco kg renda";4.24
"2010-09-30";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";163.77
"2010-09-30";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";88.02
"2010-09-30";"milho";"Milho amarelo tipo 1 sc 60 Kg";18.06
"2010-09-30";"soja";"Soja industrial tipo 1 sc 60 Kg";39.42
"2010-09-30";"trigo";"Trigo pão PH 78 sc 60 Kg";25.74
"2010-09-30";"boi";"Boi em pé arroba";86.63
"2010-09-30";"frango vivo";"Pesquisa descontinuada (Frango vivo)";1.61
"2010-09-30";"erva-mate";"Erva-mate folha em barranco arroba";6.28
"2010-09-30";"suíno";"Suíno em pé tipo carne não integrado kg";2.41
"2010-09-30";"vaca";"Vaca em pé (padrão corte) arroba";80.63
"2010-09-30";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";267.16
"2010-09-30";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2010-10-01";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2010-10-01";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";31.94
"2010-10-01";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";37.92
"2010-10-01";"café em coco";"Café em coco kg renda";4.21
"2010-10-01";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";163.69
"2010-10-01";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";88.41
"2010-10-01";"milho";"Milho amarelo tipo 1 sc 60 Kg";18.12
"2010-10-01";"soja";"Soja industrial tipo 1 sc 60 Kg";39.33
"2010-10-01";"trigo";"Trigo pão PH 78 sc 60 Kg";25.71
"2010-10-01";"boi";"Boi em pé arroba";86.63
"2010-10-01";"frango vivo";"Pesquisa descontinuada (Frango vivo)";1.6
"2010-10-01";"erva-mate";"Erva-mate folha em barranco arroba";6.28
"2010-10-01";"suíno";"Suíno em pé tipo carne não integrado kg";2.41
"2010-10-01";"vaca";"Vaca em pé (padrão corte) arroba";80.98
"2010-10-01";"café beneficiado";"Café beneficiado bebida dura - tipo 6 sc 60 Kg";266.84
"2010-10-01";"mandioca";"Mandioca padrão de amido 580 g tonelada";""
"2010-10-04";"algodão";"Pesquisa descontinuada (Algodão)";0.0
"2010-10-04";"arroz em casca";"Pesquisa descontinuada (Arroz em casca sequeiro)";31.94
"2010-10-04";"arroz agulhinha";"Arroz Agulhinha em casca tipo 1 sc 60 Kg";37.91
"2010-10-04";"café em coco";"Café em coco kg renda";4.2
"2010-10-04";"feijão carioca";"Feijão Carioca tipo 1 sc 60 Kg";164.4
"2010-10-04";"feijão preto";"Feijão preto tipo 1 sc 60 Kg";89.31
"2010-10-04";"milho";"Milho amarelo tipo 1 sc 60 Kg";17.73
"2010-10-04";"soja";"Soja industrial tipo 1 sc 60 Kg";38.8
"2010-10-04";"trigo";"Trigo pão PH 78 sc 60 Kg";25.59
"2010-10-04";"boi";"Boi em pé arroba";86.39
"2010-10-04";"frango vivo";"Pesquisa descontinuada (Frango vivo)";1.53
